iter	Passed	Remaining
3231	21870	32264
3232	21877	32258
3233	21884	32251
3234	21891	32244
3235	21897	32237
3236	21905	32231
3237	21911	32224
3238	21918	32217
3239	21925	32211
3240	21931	32204
3241	21938	32197
3242	21945	32190
3243	21951	32183
3244	21958	32176
3245	21964	32169
3246	21971	32162
3247	21977	32154
3248	21983	32146
3249	21990	32139
3250	21996	32132
3251	22003	32125
3252	22010	32119
3253	22017	32112
3254	22024	32106
3255	22031	32099
3256	22037	32092
3257	22044	32085
3258	22051	32078
3259	22057	32070
3260	22063	32063
3261	22070	32057
3262	22076	32049
3263	22083	32042
3264	22090	32035
3265	22096	32028
3266	22103	32022
3267	22110	32015
3268	22116	32008
3269	22122	32000
3270	22128	31992
3271	22134	31983
3272	22141	31977
3273	22148	31971
3274	22155	31965
3275	22162	31958
3276	22169	31951
3277	22175	31944
3278	22182	31937
3279	22188	31930
3280	22196	31924
3281	22203	31918
3282	22209	31910
3283	22216	31904
3284	22223	31897
3285	22229	31890
3286	22236	31883
3287	22243	31876
3288	22248	31868
3289	22255	31860
3290	22262	31854
3291	22268	31847
3292	22274	31839
3293	22282	31833
3294	22289	31827
3295	22296	31820
3296	22303	31814
3297	22309	31807
3298	22316	31800
3299	22323	31794
3300	22330	31787
3301	22336	31780
3302	22343	31773
3303	22349	31766
3304	22356	31758
3305	22363	31752
3306	22370	31745
3307	22377	31740
3308	22384	31733
3309	22391	31726
3310	22397	31719
3311	22403	31711
3312	22409	31703
3313	22416	31697
3314	22422	31689
3315	22429	31683
3316	22436	31676
3317	22443	31669
3318	22449	31662
3319	22456	31655
3320	22463	31648
3321	22470	31642
3322	22477	31635
3323	22483	31628
3324	22490	31621
3325	22497	31615
3326	22504	31608
3327	22510	31600
3328	22517	31594
3329	22524	31587
3330	22530	31581
3331	22537	31574
3332	22544	31567
3333	22550	31559
3334	22556	31551
3335	22563	31545
3336	22569	31538
3337	22576	31531
3338	22582	31524
3339	22589	31517
3340	22596	31510
3341	22602	31503
3342	22610	31498
3343	22617	31491
3344	22624	31484
3345	22630	31476
3346	22637	31470
3347	22644	31464
3348	22651	31457
3349	22658	31451
3350	22664	31443
3351	22671	31436
3352	22677	31429
3353	22683	31421
3354	22690	31415
3355	22697	31407
3356	22703	31400
3357	22710	31394
3358	22717	31387
3359	22723	31379
3360	22729	31372
3361	22736	31366
3362	22743	31359
3363	22750	31352
3364	22757	31345
3365	22763	31338
3366	22770	31332
3367	22777	31326
3368	22784	31319
3369	22791	31312
3370	22798	31306
3371	22805	31299
3372	22812	31293
3373	22819	31286
3374	22825	31279
3375	22833	31274
3376	22840	31267
3377	22846	31259
3378	22852	31252
3379	22859	31245
3380	22865	31238
3381	22872	31231
3382	22879	31225
3383	22886	31219
3384	22893	31212
3385	22900	31206
3386	22907	31199
3387	22914	31192
3388	22919	31184
3389	22926	31177
3390	22933	31171
3391	22940	31165
3392	22947	31158
3393	22953	31150
3394	22960	31143
3395	22967	31136
3396	22973	31129
3397	22980	31123
3398	22987	31116
3399	22994	31109
3400	23000	31102
3401	23007	31096
3402	23014	31090
3403	23021	31083
3404	23028	31076
3405	23035	31069
3406	23042	31063
3407	23049	31056
3408	23055	31049
3409	23062	31042
3410	23068	31035
3411	23075	31028
3412	23082	31022
3413	23089	31015
3414	23096	31009
3415	23102	31002
3416	23110	30996
3417	23116	30989
3418	23123	30982
3419	23130	30976
3420	23137	30969
3421	23144	30962
3422	23151	30956
3423	23158	30949
3424	23165	30943
3425	23171	30935
3426	23178	30929
3427	23184	30922
3428	23192	30916
3429	23199	30909
3430	23205	30902
3431	23213	30896
3432	23219	30890
3433	23226	30882
3434	23233	30875
3435	23240	30869
3436	23247	30863
3437	23253	30855
3438	23260	30849
3439	23266	30841
3440	23273	30834
3441	23280	30829
3442	23287	30822
3443	23294	30815
3444	23302	30810
3445	23308	30803
3446	23315	30796
3447	23322	30790
3448	23329	30783
3449	23336	30777
3450	23342	30769
3451	23349	30763
3452	23356	30756
3453	23363	30749
3454	23370	30743
3455	23377	30736
3456	23383	30729
3457	23390	30722
3458	23397	30715
3459	23405	30710
3460	23412	30704
3461	23419	30698
3462	23426	30691
3463	23432	30684
3464	23440	30678
3465	23447	30672
3466	23454	30666
3467	23462	30660
3468	23469	30654
3469	23476	30647
3470	23484	30642
3471	23491	30636
3472	23498	30630
3473	23504	30622
3474	23512	30617
3475	23520	30611
3476	23527	30605
3477	23534	30599
3478	23542	30593
3479	23549	30587
3480	23556	30580
3481	23563	30574
3482	23570	30567
3483	23576	30560
3484	23583	30553
3485	23590	30546
3486	23597	30540
3487	23603	30532
3488	23609	30525
3489	23616	30518
3490	23623	30512
3491	23630	30506
3492	23638	30500
3493	23646	30495
3494	23654	30490
3495	23662	30485
3496	23670	30479
3497	23677	30473
3498	23686	30468
3499	23693	30462
3500	23700	30457
3501	23708	30452
3502	23717	30447
3503	23725	30442
3504	23733	30437
3505	23742	30432
3506	23750	30427
3507	23758	30422
3508	23766	30417
3509	23772	30410
3510	23779	30403
3511	23787	30397
3512	23794	30391
3513	23801	30384
3514	23808	30378
3515	23814	30371
3516	23821	30364
3517	23829	30358
3518	23836	30352
3519	23843	30345
3520	23849	30338
3521	23857	30332
3522	23864	30326
3523	23870	30319
3524	23878	30313
3525	23885	30307
3526	23892	30301
3527	23899	30293
3528	23905	30287
3529	23913	30281
3530	23920	30275
3531	23929	30270
3532	23936	30264
3533	23944	30259
3534	23951	30252
3535	23957	30245
3536	23965	30239
3537	23972	30233
3538	23979	30226
3539	23986	30220
3540	23993	30213
3541	24000	30207
3542	24007	30200
3543	24014	30194
3544	24022	30188
3545	24028	30181
3546	24035	30174
3547	24042	30168
3548	24049	30161
3549	24056	30154
3550	24063	30148
3551	24069	30141
3552	24077	30135
3553	24084	30129
3554	24091	30122
3555	24097	30115
3556	24104	30108
3557	24111	30102
3558	24118	30095
3559	24125	30089
3560	24132	30083
3561	24140	30077
3562	24147	30070
3563	24154	30064
3564	24161	30057
3565	24168	30051
3566	24175	30044
3567	24182	30038
3568	24189	30032
3569	24196	30025
3570	24203	30018
3571	24210	30012
3572	24217	30006
3573	24225	30000
3574	24232	29994
3575	24240	29988
3576	24247	29982
3577	24253	29975
3578	24261	29968
3579	24268	29962
3580	24276	29956
3581	24283	29950
3582	24290	29944
3583	24297	29937
3584	24304	29931
3585	24310	29924
3586	24316	29915
3587	24323	29908
3588	24330	29902
3589	24337	29896
3590	24344	29889
3591	24351	29883
3592	24358	29876
3593	24364	29868
3594	24371	29862
3595	24378	29856
3596	24386	29850
3597	24393	29843
3598	24399	29837
3599	24405	29829
3600	24413	29823
3601	24420	29816
3602	24427	29810
3603	24434	29803
3604	24441	29797
3605	24447	29790
3606	24454	29782
3607	24462	29777
3608	24468	29770
3609	24476	29764
3610	24483	29758
3611	24489	29750
3612	24496	29744
3613	24503	29737
3614	24510	29730
3615	24516	29723
3616	24523	29716
3617	24529	29709
3618	24536	29702
3619	24542	29695
3620	24549	29688
3621	24555	29681
3622	24562	29674
3623	24569	29667
3624	24575	29659
3625	24581	29652
3626	24588	29646
3627	24595	29639
3628	24602	29632
3629	24609	29626
3630	24615	29619
3631	24623	29612
3632	24629	29605
3633	24636	29598
3634	24642	29591
3635	24647	29582
3636	24654	29576
3637	24661	29569
3638	24667	29561
3639	24674	29554
3640	24680	29547
3641	24687	29540
3642	24693	29533
3643	24699	29525
3644	24706	29519
3645	24712	29511
3646	24720	29505
3647	24726	29497
3648	24733	29491
3649	24739	29484
3650	24746	29478
3651	24753	29471
3652	24760	29464
3653	24766	29457
3654	24773	29450
3655	24780	29443
3656	24787	29436
3657	24793	29430
3658	24800	29423
3659	24807	29416
3660	24813	29409
3661	24820	29402
3662	24827	29395
